"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 04 09:04:23 GMT 2023","Tue Apr 04 09:04:33 GMT 2023","10105","","TestAutomationExercise","","TestAutomationExercise","testItemNames","testItemNames()",""
